row_id,run_id,config_id,model,candidate_id,schedule_policy,latency_p50_ms,latency_min_ms,latency_max_ms,quality_flag,claim_status,reasons
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w24x128x256_fp16_default:h800_tvm:original60_measured_v1_original60_s0_024_gpu0_default,original60_measured_v1_original60_s0_024_gpu0_default,coverage_h800_tvm_pyramid_w24x128x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w24x128x256:fp16,default,39.499614,39.49873,39.50041,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w24x128x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s0_024_gpu0_metaschedule_tuned,original60_measured_v1_original60_s0_024_gpu0_metaschedule_tuned,coverage_h800_tvm_pyramid_w24x128x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w24x128x256:fp16,metaschedule_tuned,39.503066,39.502981,39.503606,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w40x128x256_fp16_default:h800_tvm:original60_measured_v1_original60_s0_040_gpu1_default,original60_measured_v1_original60_s0_040_gpu1_default,coverage_h800_tvm_pyramid_w40x128x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w40x128x256:fp16,default,44.68875,44.687661,44.689398999999995,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w40x128x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s0_040_gpu1_metaschedule_tuned,original60_measured_v1_original60_s0_040_gpu1_metaschedule_tuned,coverage_h800_tvm_pyramid_w40x128x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w40x128x256:fp16,metaschedule_tuned,44.704673,44.703799,44.705166,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x48x256_fp16_default:h800_tvm:original60_measured_v1_original60_s1_048_gpu5_default,original60_measured_v1_original60_s1_048_gpu5_default,coverage_h800_tvm_pyramid_w64x48x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x48x256:fp16,default,44.294917,44.291577,44.311084,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x48x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s1_048_gpu5_metaschedule_tuned,original60_measured_v1_original60_s1_048_gpu5_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x48x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x48x256:fp16,metaschedule_tuned,44.452754,44.45272,44.470307999999996,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w56x128x256_fp16_default:h800_tvm:original60_measured_v1_original60_s0_056_gpu4_default,original60_measured_v1_original60_s0_056_gpu4_default,coverage_h800_tvm_pyramid_w56x128x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w56x128x256:fp16,default,51.351366999999996,51.350986,51.353671999999996,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w56x128x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s0_056_gpu4_metaschedule_tuned,original60_measured_v1_original60_s0_056_gpu4_metaschedule_tuned,coverage_h800_tvm_pyramid_w56x128x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w56x128x256:fp16,metaschedule_tuned,51.342031000000006,51.341947999999995,51.343154000000006,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x64x256_fp16_default:h800_tvm:original60_measured_v1_original60_s1_064_gpu0_default,original60_measured_v1_original60_s1_064_gpu0_default,coverage_h800_tvm_pyramid_w64x64x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x64x256:fp16,default,46.437118999999996,46.418877,46.438999,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x64x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s1_064_gpu0_metaschedule_tuned,original60_measured_v1_original60_s1_064_gpu0_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x64x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x64x256:fp16,metaschedule_tuned,46.63323200000001,46.633101,46.633364,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x80x256_fp16_default:h800_tvm:original60_measured_v1_original60_s1_080_gpu1_default,original60_measured_v1_original60_s1_080_gpu1_default,coverage_h800_tvm_pyramid_w64x80x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x80x256:fp16,default,49.117573,49.115215,49.144897,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x80x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s1_080_gpu1_metaschedule_tuned,original60_measured_v1_original60_s1_080_gpu1_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x80x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x80x256:fp16,metaschedule_tuned,49.101309,49.076035000000005,49.101851,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x112x256_fp16_default:h800_tvm:original60_measured_v1_original60_s1_112_gpu4_default,original60_measured_v1_original60_s1_112_gpu4_default,coverage_h800_tvm_pyramid_w64x112x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x112x256:fp16,default,54.167803,54.167148000000005,54.169097,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x112x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s1_112_gpu4_metaschedule_tuned,original60_measured_v1_original60_s1_112_gpu4_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x112x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x112x256:fp16,metaschedule_tuned,54.163374000000005,54.162266,54.17064499999999,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w32x96x256_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_02_gpu5_default,original60_measured_v1_original60_lhc_02_gpu5_default,coverage_h800_tvm_pyramid_w32x96x256_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w32x96x256:fp16,default,39.97057100000001,39.970125,39.98126,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w32x96x256_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_lhc_02_gpu5_metaschedule_tuned,original60_measured_v1_original60_lhc_02_gpu5_metaschedule_tuned,coverage_h800_tvm_pyramid_w32x96x256_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w32x96x256:fp16,metaschedule_tuned,40.107417,40.107129,40.108435,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x128x160_fp16_default:h800_tvm:original60_measured_v1_original60_s2_160_gpu0_default,original60_measured_v1_original60_s2_160_gpu0_default,coverage_h800_tvm_pyramid_w64x128x160_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x128x160:fp16,default,49.694395,49.692148,49.703027,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x128x160_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s2_160_gpu0_metaschedule_tuned,original60_measured_v1_original60_s2_160_gpu0_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x128x160_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x128x160:fp16,metaschedule_tuned,49.77666000000001,49.776436000000004,49.778574,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w24x64x160_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_01_gpu4_default,original60_measured_v1_original60_lhc_01_gpu4_default,coverage_h800_tvm_pyramid_w24x64x160_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w24x64x160:fp16,default,23.328262,23.327771000000002,23.329624,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w24x64x160_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_lhc_01_gpu4_metaschedule_tuned,original60_measured_v1_original60_lhc_01_gpu4_metaschedule_tuned,coverage_h800_tvm_pyramid_w24x64x160_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w24x64x160:fp16,metaschedule_tuned,23.326083999999998,23.325294999999997,23.326995,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x128x224_fp16_default:h800_tvm:original60_measured_v1_original60_s2_224_gpu1_default,original60_measured_v1_original60_s2_224_gpu1_default,coverage_h800_tvm_pyramid_w64x128x224_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x128x224:fp16,default,54.299932,54.287515,54.314302000000005,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x128x224_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_s2_224_gpu1_metaschedule_tuned,original60_measured_v1_original60_s2_224_gpu1_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x128x224_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x128x224:fp16,metaschedule_tuned,54.443613,54.443462,54.453828,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x112x192_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_06_gpu5_default,original60_measured_v1_original60_lhc_06_gpu5_default,coverage_h800_tvm_pyramid_w64x112x192_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w64x112x192:fp16,default,49.889970999999996,49.88457,49.901348,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w64x112x192_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_lhc_06_gpu5_metaschedule_tuned,original60_measured_v1_original60_lhc_06_gpu5_metaschedule_tuned,coverage_h800_tvm_pyramid_w64x112x192_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w64x112x192:fp16,metaschedule_tuned,49.811182,49.810298,49.811972999999995,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w56x80x96_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_05_gpu4_default,original60_measured_v1_original60_lhc_05_gpu4_default,coverage_h800_tvm_pyramid_w56x80x96_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w56x80x96:fp16,default,33.733826,33.733647,33.745476000000004,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w56x80x96_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_lhc_05_gpu4_metaschedule_tuned,original60_measured_v1_original60_lhc_05_gpu4_metaschedule_tuned,coverage_h800_tvm_pyramid_w56x80x96_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w56x80x96:fp16,metaschedule_tuned,29.181150000000002,29.181067,29.181436,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w40x128x128_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_03_gpu0_default,original60_measured_v1_original60_lhc_03_gpu0_default,coverage_h800_tvm_pyramid_w40x128x128_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w40x128x128:fp16,default,36.040906,36.037932,36.047012,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w40x128x128_fp16_metaschedule_tuned:h800_tvm:original60_measured_v1_original60_lhc_03_gpu0_metaschedule_tuned,original60_measured_v1_original60_lhc_03_gpu0_metaschedule_tuned,coverage_h800_tvm_pyramid_w40x128x128_fp16_metaschedule_tuned,Pyramid-LiDAR,coverage:pyramid_lidar:w40x128x128:fp16,metaschedule_tuned,36.06087599999999,36.060841999999994,36.061091,stable,claimable,
latency_lut:Pyramid-LiDAR:coverage_h800_tvm_pyramid_w48x48x224_fp16_default:h800_tvm:original60_measured_v1_original60_lhc_04_gpu1_default,original60_measured_v1_original60_lhc_04_gpu1_default,coverage_h800_tvm_pyramid_w48x48x224_fp16_default,Pyramid-LiDAR,coverage:pyramid_lidar:w48x48x224:fp16,default,37.45573,37.437402,37.457864,stable,claimable,
